Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_186.jpg;0;0;0;0;100.4851;85.96935;0.0002360443;268.3679;3.375484E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_225.jpg;0;0;0;0;100.4851;85.96935;0.0002355915;268.3679;5.186824E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_268.jpg;0;0;0;0;100.4851;85.96935;0.0002351394;268.3679;6.959814E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_349.jpg;0;0;0;0;100.4851;85.96935;0.0002350909;268.3679;1.036122E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_390.jpg;0;0;0;0;100.4851;85.96935;0.0002350681;268.3679;1.196189E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_470.jpg;0;0;0;0;100.4851;85.96935;0.00023507;268.3679;1.183017E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_511.jpg;0;0;0;0;100.4851;85.96935;0.0002350657;268.3679;1.213196E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_552.jpg;0;0;0;0;100.4851;85.96935;0.0002350627;268.3679;1.234038E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_594.jpg;0;0;0;0;100.4851;85.96935;0.0002350612;268.3679;1.245042E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_676.jpg;0;0;0;0;100.4851;85.96935;0.000235062;268.3679;1.23954E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_717.jpg;2.560847;0;0;0;100.4851;85.96935;0.0002353242;268.8289;1.136522E-05
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_758.jpg;5.011666;0;0;0;100.4851;85.96935;0.0002360248;269.4303;9.367844E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_800.jpg;7.492328;0;0;0;100.4851;85.96935;0.0002367268;270.3293;5.936422E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_842.jpg;10.0017;0;0;0;100.4851;85.96935;0.0002373812;271.5295;8.214919E-07
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_885.jpg;7.465282;0;0;0;100.4851;85.96935;0.0002362756;272.4254;-2.796643E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_926.jpg;4.879598;0;0;0;100.4851;85.96935;0.0002368746;273.0109;-4.922626E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_53_968.jpg;2.433474;0;0;0;100.4851;85.96935;0.00023621;273.3029;-5.896578E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_012.jpg;0;0;0;0;100.4851;85.96935;0.0002353525;273.3029;-6.011982E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_055.jpg;0;0;0;0;100.4851;85.96935;0.0002347091;273.3029;-6.110202E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_096.jpg;0;0;0;0;100.4851;85.96935;0.0002342797;273.3029;-6.19124E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_174.jpg;0;0;0;0;100.4851;85.96935;0.0002342771;273.3029;-6.281249E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_217.jpg;0;0;0;0;100.4851;85.96935;0.0002340632;273.3029;-6.295098E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_295.jpg;0;0;0;0;100.4851;85.96935;0.0002338507;273.3029;-6.258942E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_375.jpg;0;0;0;0;100.4851;85.96935;0.0002338544;273.3029;-6.132263E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_454.jpg;0;0;0;0;100.4851;85.96935;0.0002338604;273.3029;-5.922242E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_533.jpg;0;0;0;0;100.4851;85.96935;0.0002338685;273.3029;-5.642214E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_613.jpg;0;0;0;0;100.4851;85.96935;0.0002338779;273.3029;-5.315514E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_694.jpg;0;0;0;0;100.4851;85.96935;0.0002341023;273.3029;-4.938295E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_735.jpg;0;0;0;0;100.4851;85.96935;0.0002338948;273.3029;-4.728789E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_814.jpg;0;0;0;0;100.4851;85.96935;0.0002339005;273.3029;-4.532102E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_896.jpg;0;0;0;0;100.4851;85.96935;0.0002341282;273.3029;-4.041538E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_936.jpg;0;0;0;0;100.4851;85.96935;0.0002339219;273.3029;-3.788695E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_54_976.jpg;0;0;0;0;100.4851;85.96935;0.0002343563;273.3029;-3.534306E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_017.jpg;0;0;0;0;100.4851;85.96935;0.000233727;273.3029;-3.142478E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_057.jpg;0;0;0;0;100.4851;85.96935;0.0002341614;273.3029;-2.88809E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_098.jpg;0;0;0;0;100.4851;85.96935;0.0002345958;273.3029;-2.633701E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_177.jpg;0;0;0;0;100.4851;85.96935;0.0002341833;273.3029;-2.128013E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_220.jpg;0;0;0;0;100.4851;85.96935;0.0002346173;273.3029;-1.890293E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_300.jpg;0;0;0;0;100.4851;85.96935;0.0002337765;273.3029;-1.425639E-06
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_381.jpg;0;0;0;0;100.4851;85.96935;0.0002337889;273.3029;-9.955961E-07
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_423.jpg;0;0;0;0;100.4851;85.96935;0.0002337947;273.3029;-7.955759E-07
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_463.jpg;0;0;0;0;100.4851;85.96935;0.0002338;273.3029;-6.122245E-07
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_503.jpg;0;0;0;0;100.4851;85.96935;0.0002338047;273.3029;-4.488745E-07
C:\Users\Tawfik\Desktop\IMG\robocam_2020_11_06_05_28_55_584.jpg;-4.779732;0;0;0;100.4851;85.96935;0.0002332538;272.4366;5.688758E-06
